ukprn,he_provider,academic_year,country_of_he_provider,region_of_he_provider,category_marker,category,value
10040812,Harper Adams University,2015/16,England,West Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10040812,Harper Adams University,2015/16,England,West Midlands,Method of Scope 3 carbon emissions from waste,Residential,NA
10040812,Harper Adams University,2015/16,England,West Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007764,Heriot-Watt University,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007764,Heriot-Watt University,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007764,Heriot-Watt University,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007147,University of Hertfordshire,2015/16,England,East of England,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007147,University of Hertfordshire,2015/16,England,East of England,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007147,University of Hertfordshire,2015/16,England,East of England,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007765,Heythrop College,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007765,Heythrop College,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007765,Heythrop College,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007148,The University of Huddersfield,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007148,The University of Huddersfield,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,NA
10007148,The University of Huddersfield,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007149,The University of Hull,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007149,The University of Hull,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007149,The University of Hull,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10003270,"Imperial College of Science, Technology and Medicine",2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10003270,"Imperial College of Science, Technology and Medicine",2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10003270,"Imperial College of Science, Technology and Medicine",2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007767,Keele University,2015/16,England,West Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007767,Keele University,2015/16,England,West Midlands,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007767,Keele University,2015/16,England,West Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007150,The University of Kent,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007150,The University of Kent,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007150,The University of Kent,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10003645,King's College London,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10003645,King's College London,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,Medium
10003645,King's College London,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10003678,Kingston University,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10003678,Kingston University,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,Basic
10003678,Kingston University,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007768,The University of Lancaster,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007768,The University of Lancaster,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007768,The University of Lancaster,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10003854,Leeds Arts University,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10003854,Leeds Arts University,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,NA
10003854,Leeds Arts University,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10003861,Leeds Beckett University,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10003861,Leeds Beckett University,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,Basic
10003861,Leeds Beckett University,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007795,The University of Leeds,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007795,The University of Leeds,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007795,The University of Leeds,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10003863,Leeds Trinity University,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10003863,Leeds Trinity University,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,Medium
10003863,Leeds Trinity University,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007796,The University of Leicester,2015/16,England,East Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007796,The University of Leicester,2015/16,England,East Midlands,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007796,The University of Leicester,2015/16,England,East Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007151,The University of Lincoln,2015/16,England,East Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007151,The University of Lincoln,2015/16,England,East Midlands,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007151,The University of Lincoln,2015/16,England,East Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10003956,Liverpool Hope University,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10003956,Liverpool Hope University,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Residential,Medium
10003956,Liverpool Hope University,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10003957,Liverpool John Moores University,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10003957,Liverpool John Moores University,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Residential,NA
10003957,Liverpool John Moores University,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10003945,The Liverpool Institute for Performing Arts,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10003945,The Liverpool Institute for Performing Arts,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Residential,NA
10003945,The Liverpool Institute for Performing Arts,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10006842,The University of Liverpool,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10006842,The University of Liverpool,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Residential,Medium
10006842,The University of Liverpool,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10003958,Liverpool School of Tropical Medicine,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10003958,Liverpool School of Tropical Medicine,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Residential,NA
10003958,Liverpool School of Tropical Medicine,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007162,"University of the Arts, London",2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007162,"University of the Arts, London",2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10007162,"University of the Arts, London",2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007769,London Business School,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007769,London Business School,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10007769,London Business School,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007797,University of London (Institutes and activities),2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007797,University of London (Institutes and activities),2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10007797,University of London (Institutes and activities),2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10004048,London Metropolitan University,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10004048,London Metropolitan University,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10004048,London Metropolitan University,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10004078,London South Bank University,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10004078,London South Bank University,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,Basic
10004078,London South Bank University,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10004063,London School of Economics and Political Science,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10004063,London School of Economics and Political Science,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10004063,London School of Economics and Political Science,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007771,London School of Hygiene and Tropical Medicine,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007771,London School of Hygiene and Tropical Medicine,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10007771,London School of Hygiene and Tropical Medicine,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10004113,Loughborough University,2015/16,England,East Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10004113,Loughborough University,2015/16,England,East Midlands,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10004113,Loughborough University,2015/16,England,East Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10004180,The Manchester Metropolitan University,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10004180,The Manchester Metropolitan University,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10004180,The Manchester Metropolitan University,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007798,The University of Manchester,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007798,The University of Manchester,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Residential,NA
10007798,The University of Manchester,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10004351,Middlesex University,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10004351,Middlesex University,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10004351,Middlesex University,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007799,Newcastle University,2015/16,England,North East,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007799,Newcastle University,2015/16,England,North East,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007799,Newcastle University,2015/16,England,North East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007832,Newman University,2015/16,England,West Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007832,Newman University,2015/16,England,West Midlands,Method of Scope 3 carbon emissions from waste,Residential,NA
10007832,Newman University,2015/16,England,West Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007138,The University of Northampton,2015/16,England,East Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007138,The University of Northampton,2015/16,England,East Midlands,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007138,The University of Northampton,2015/16,England,East Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10001282,University of Northumbria at Newcastle,2015/16,England,North East,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10001282,University of Northumbria at Newcastle,2015/16,England,North East,Method of Scope 3 carbon emissions from waste,Residential,Medium
10001282,University of Northumbria at Newcastle,2015/16,England,North East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10004775,Norwich University of the Arts,2015/16,England,East of England,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10004775,Norwich University of the Arts,2015/16,England,East of England,Method of Scope 3 carbon emissions from waste,Residential,NA
10004775,Norwich University of the Arts,2015/16,England,East of England,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007154,University of Nottingham,2015/16,England,East Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007154,University of Nottingham,2015/16,England,East Midlands,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007154,University of Nottingham,2015/16,England,East Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10004797,The Nottingham Trent University,2015/16,England,East Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10004797,The Nottingham Trent University,2015/16,England,East Midlands,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10004797,The Nottingham Trent University,2015/16,England,East Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007773,The Open University,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007773,The Open University,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Residential,NA
10007773,The Open University,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10004930,Oxford Brookes University,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10004930,Oxford Brookes University,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Residential,Medium
10004930,Oxford Brookes University,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007774,The University of Oxford,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007774,The University of Oxford,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007774,The University of Oxford,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10005127,Plymouth College of Art,2015/16,England,South West,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10005127,Plymouth College of Art,2015/16,England,South West,Method of Scope 3 carbon emissions from waste,Residential,NA
10005127,Plymouth College of Art,2015/16,England,South West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007801,University of Plymouth,2015/16,England,South West,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007801,University of Plymouth,2015/16,England,South West,Method of Scope 3 carbon emissions from waste,Residential,NA
10007801,University of Plymouth,2015/16,England,South West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007155,The University of Portsmouth,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007155,The University of Portsmouth,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10007155,The University of Portsmouth,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10005337,"Queen Margaret University, Edinburgh",2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10005337,"Queen Margaret University, Edinburgh",2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,Medium
10005337,"Queen Margaret University, Edinburgh",2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007775,Queen Mary University of London,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007775,Queen Mary University of London,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007775,Queen Mary University of London,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10005389,Ravensbourne University London,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10005389,Ravensbourne University London,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10005389,Ravensbourne University London,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007802,The University of Reading,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007802,The University of Reading,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Residential,NA
10007802,The University of Reading,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10005500,The Robert Gordon University,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10005500,The Robert Gordon University,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,Medium
10005500,The Robert Gordon University,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007776,Roehampton University,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007776,Roehampton University,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10007776,Roehampton University,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10005523,Rose Bruford College of Theatre and Performance,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10005523,Rose Bruford College of Theatre and Performance,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,Basic
10005523,Rose Bruford College of Theatre and Performance,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007835,Royal Academy of Music,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007835,Royal Academy of Music,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10007835,Royal Academy of Music,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10005545,Royal Agricultural University,2015/16,England,South West,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10005545,Royal Agricultural University,2015/16,England,South West,Method of Scope 3 carbon emissions from waste,Residential,Basic
10005545,Royal Agricultural University,2015/16,England,South West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007777,Royal College of Art,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007777,Royal College of Art,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10007777,Royal College of Art,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007778,Royal College of Music,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007778,Royal College of Music,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10007778,Royal College of Music,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007816,The Royal Central School of Speech and Drama,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007816,The Royal Central School of Speech and Drama,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10007816,The Royal Central School of Speech and Drama,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10005553,Royal Holloway and Bedford New College,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10005553,Royal Holloway and Bedford New College,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10005553,Royal Holloway and Bedford New College,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007837,Royal Northern College of Music,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007837,Royal Northern College of Music,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Residential,NA
10007837,Royal Northern College of Music,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007779,The Royal Veterinary College,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007779,The Royal Veterinary College,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007779,The Royal Veterinary College,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007803,The University of St Andrews,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007803,The University of St Andrews,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10007803,The University of St Andrews,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007782,"St George's, University of London",2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007782,"St George's, University of London",2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007782,"St George's, University of London",2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10008026,St Mary's University College,2015/16,Northern Ireland,Northern Ireland,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10008026,St Mary's University College,2015/16,Northern Ireland,Northern Ireland,Method of Scope 3 carbon emissions from waste,Residential,NA
10008026,St Mary's University College,2015/16,Northern Ireland,Northern Ireland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007843,"St Mary's University, Twickenham",2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007843,"St Mary's University, Twickenham",2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10007843,"St Mary's University, Twickenham",2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007156,The University of Salford,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007156,The University of Salford,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Residential,NA
10007156,The University of Salford,2015/16,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007780,SOAS University of London,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007780,SOAS University of London,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10007780,SOAS University of London,2015/16,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10005700,SRUC,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10005700,SRUC,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,NA
10005700,SRUC,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10005790,Sheffield Hallam University,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10005790,Sheffield Hallam University,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,NA
10005790,Sheffield Hallam University,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007157,The University of Sheffield,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007157,The University of Sheffield,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007157,The University of Sheffield,2015/16,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10006022,Solent University,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10006022,Solent University,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Residential,Basic
10006022,Solent University,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007158,The University of Southampton,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007158,The University of Southampton,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Residential,NA
10007158,The University of Southampton,2015/16,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10006299,Staffordshire University,2015/16,England,West Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10006299,Staffordshire University,2015/16,England,West Midlands,Method of Scope 3 carbon emissions from waste,Residential,Basic
10006299,Staffordshire University,2015/16,England,West Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007804,The University of Stirling,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007804,The University of Stirling,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,NA
10007804,The University of Stirling,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10037449,University of St Mark and St John,2015/16,England,South West,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10037449,University of St Mark and St John,2015/16,England,South West,Method of Scope 3 carbon emissions from waste,Residential,Medium
10037449,University of St Mark and St John,2015/16,England,South West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10008010,Stranmillis University College,2015/16,Northern Ireland,Northern Ireland,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10008010,Stranmillis University College,2015/16,Northern Ireland,Northern Ireland,Method of Scope 3 carbon emissions from waste,Residential,NA
10008010,Stranmillis University College,2015/16,Northern Ireland,Northern Ireland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007805,The University of Strathclyde,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007805,The University of Strathclyde,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,NA
10007805,The University of Strathclyde,2015/16,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10014001,University of Suffolk,2015/16,England,East of England,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10014001,University of Suffolk,2015/16,England,East of England,Method of Scope 3 carbon emissions from waste,Residential,NA
